"Record_type"	"Sampling_type"	"Landing_country"	"Vessel_flag_country"	"Year"	"Project"	"Trip_number"	"Station_number"	"Quarter"	"Month"	"Species"	"Sex"	"Catch_category"	"Landing_category"	"Comm_size_cat_scale"	"Comm_size_cat"	"Stock"	"Area"	"Statistical_rectangle"	"Subpolygon"	"Length_class"	"Age"	"Specimen_No"	"Length_code"	"Aging_method"	"Age_plus_group"	"Otolith_weight"	"Otolith_side"	"Weight"	"Maturity_staging"	"Maturity_scale"	"Maturity_stage"	"Trip_id"
"2497"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	8	"190"	"scm"	"OWR"	"-"	"-"	"-"	51	"Visual"	"1-8"	"4"	"24102"
"2498"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	6	"152"	"scm"	"OWR"	"-"	"-"	"-"	47	"Visual"	"1-8"	"4"	"24102"
"2499"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	6	"93"	"scm"	"OWR"	"-"	"-"	"-"	54	"Visual"	"1-8"	"4"	"24102"
"2500"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	6	"156"	"scm"	"OWR"	"-"	"-"	"-"	44	"Visual"	"1-8"	"4"	"24102"
"2501"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	6	"157"	"scm"	"OWR"	"-"	"-"	"-"	42	"Visual"	"1-8"	"3"	"24102"
"2502"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	8	"165"	"scm"	"OWR"	"-"	"-"	"-"	44	"Visual"	"1-8"	"4"	"24102"
"2503"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	6	"181"	"scm"	"OWR"	"-"	"-"	"-"	48	"Visual"	"1-8"	"4"	"24102"
"2504"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	7	"88"	"scm"	"OWR"	"-"	"-"	"-"	52	"Visual"	"1-8"	"4"	"24102"
"2505"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	7	"30"	"scm"	"OWR"	"-"	"-"	"-"	49	"Visual"	"1-8"	"4"	"24102"
"2506"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	7	"71"	"scm"	"OWR"	"-"	"-"	"-"	49	"Visual"	"1-8"	"4"	"24102"
"2507"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	8	"139"	"scm"	"OWR"	"-"	"-"	"-"	49	"Visual"	"1-8"	"3"	"24102"
"2508"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	8	"9"	"scm"	"OWR"	"-"	"-"	"-"	49	"Visual"	"1-8"	"4"	"24102"
"2509"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	7	"177"	"scm"	"OWR"	"-"	"-"	"-"	47	"Visual"	"1-8"	"4"	"24102"
"2510"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	7	"78"	"scm"	"OWR"	"-"	"-"	"-"	54	"Visual"	"1-8"	"4"	"24102"
"2511"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	2	"105"	"scm"	"OWR"	"-"	"-"	"-"	41	"Visual"	"1-8"	"2"	"24102"
"2512"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	5	"14"	"scm"	"OWR"	"-"	"-"	"-"	48	"Visual"	"1-8"	"4"	"24102"
"2513"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	7	"103"	"scm"	"OWR"	"-"	"-"	"-"	53	"Visual"	"1-8"	"4"	"24102"
"2514"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	7	"22"	"scm"	"OWR"	"-"	"-"	"-"	51	"Visual"	"1-8"	"4"	"24102"
"2515"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	8	"34"	"scm"	"OWR"	"-"	"-"	"-"	49	"Visual"	"1-8"	"4"	"24102"
"2516"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	4	"160"	"scm"	"OWR"	"-"	"-"	"-"	50	"Visual"	"1-8"	"4"	"24102"
"2517"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	6	"142"	"scm"	"OWR"	"-"	"-"	"-"	51	"Visual"	"1-8"	"4"	"24102"
"2518"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	5	"55"	"scm"	"OWR"	"-"	"-"	"-"	47	"Visual"	"1-8"	"4"	"24102"
"2519"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	8	"64"	"scm"	"OWR"	"-"	"-"	"-"	48	"Visual"	"1-8"	"4"	"24102"
"2520"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	6	"72"	"scm"	"OWR"	"-"	"-"	"-"	43	"Visual"	"1-8"	"4"	"24102"
"2521"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	8	"122"	"scm"	"OWR"	"-"	"-"	"-"	47	"Visual"	"1-8"	"4"	"24102"
"2522"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	5	"130"	"scm"	"OWR"	"-"	"-"	"-"	49	"Visual"	"1-8"	"4"	"24102"
"2523"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	190	7	"61"	"scm"	"OWR"	"-"	"-"	"-"	50	"Visual"	"1-8"	"4"	"24102"
"2524"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	6	"21"	"scm"	"OWR"	"-"	"-"	"-"	51	"Visual"	"1-8"	"4"	"24102"
"2525"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	6	"89"	"scm"	"OWR"	"-"	"-"	"-"	52	"Visual"	"1-8"	"4"	"24102"
"2526"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	7	"52"	"scm"	"OWR"	"-"	"-"	"-"	53	"Visual"	"1-8"	"4"	"24102"
"2527"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	7	"3"	"scm"	"OWR"	"-"	"-"	"-"	64	"Visual"	"1-8"	"4"	"24102"
"2528"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	8	"147"	"scm"	"OWR"	"-"	"-"	"-"	49	"Visual"	"1-8"	"4"	"24102"
"2529"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	6	"11"	"scm"	"OWR"	"-"	"-"	"-"	58	"Visual"	"1-8"	"4"	"24102"
"2530"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	5	"60"	"scm"	"OWR"	"-"	"-"	"-"	50	"Visual"	"1-8"	"4"	"24102"
"2531"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	7	"138"	"scm"	"OWR"	"-"	"-"	"-"	55	"Visual"	"1-8"	"4"	"24102"
"2532"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	5	"186"	"scm"	"OWR"	"-"	"-"	"-"	49	"Visual"	"1-8"	"4"	"24102"
"2533"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	8	"188"	"scm"	"OWR"	"-"	"-"	"-"	52	"Visual"	"1-8"	"4"	"24102"
"2534"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	9	"38"	"scm"	"OWR"	"-"	"-"	"-"	57	"Visual"	"1-8"	"4"	"24102"
"2535"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	6	"2"	"scm"	"OWR"	"-"	"-"	"-"	62	"Visual"	"1-8"	"4"	"24102"
"2536"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	3	"154"	"scm"	"OWR"	"-"	"-"	"-"	56	"Visual"	"1-8"	"4"	"24102"
"2537"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	5	"28"	"scm"	"OWR"	"-"	"-"	"-"	50	"Visual"	"1-8"	"4"	"24102"
"2538"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	7	"140"	"scm"	"OWR"	"-"	"-"	"-"	53	"Visual"	"1-8"	"4"	"24102"
"2539"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	8	"117"	"scm"	"OWR"	"-"	"-"	"-"	51	"Visual"	"1-8"	"4"	"24102"
"2540"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	5	"127"	"scm"	"OWR"	"-"	"-"	"-"	47	"Visual"	"1-8"	"4"	"24102"
"2541"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	6	"42"	"scm"	"OWR"	"-"	"-"	"-"	51	"Visual"	"1-8"	"4"	"24102"
"2542"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	7	"114"	"scm"	"OWR"	"-"	"-"	"-"	54	"Visual"	"1-8"	"4"	"24102"
"2543"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	3	"46"	"scm"	"OWR"	"-"	"-"	"-"	41	"Visual"	"1-8"	"8"	"24102"
"2544"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	7	"19"	"scm"	"OWR"	"-"	"-"	"-"	52	"Visual"	"1-8"	"4"	"24102"
"2545"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	8	"23"	"scm"	"OWR"	"-"	"-"	"-"	55	"Visual"	"1-8"	"4"	"24102"
"2546"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	7	"83"	"scm"	"OWR"	"-"	"-"	"-"	50	"Visual"	"1-8"	"4"	"24102"
"2547"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	5	"183"	"scm"	"OWR"	"-"	"-"	"-"	43	"Visual"	"1-8"	"3"	"24102"
"2548"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	6	"137"	"scm"	"OWR"	"-"	"-"	"-"	50	"Visual"	"1-8"	"3"	"24102"
"2549"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	6	"116"	"scm"	"OWR"	"-"	"-"	"-"	53	"Visual"	"1-8"	"4"	"24102"
"2550"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	195	7	"141"	"scm"	"OWR"	"-"	"-"	"-"	52	"Visual"	"1-8"	"4"	"24102"
"2551"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	6	"102"	"scm"	"OWR"	"-"	"-"	"-"	53	"Visual"	"1-8"	"4"	"24102"
"2552"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	5	"86"	"scm"	"OWR"	"-"	"-"	"-"	56	"Visual"	"1-8"	"4"	"24102"
"2553"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	8	"24"	"scm"	"OWR"	"-"	"-"	"-"	54	"Visual"	"1-8"	"4"	"24102"
"2554"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	5	"112"	"scm"	"OWR"	"-"	"-"	"-"	54	"Visual"	"1-8"	"4"	"24102"
"2555"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	7	"67"	"scm"	"OWR"	"-"	"-"	"-"	60	"Visual"	"1-8"	"4"	"24102"
"2556"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	5	"164"	"scm"	"OWR"	"-"	"-"	"-"	53	"Visual"	"1-8"	"4"	"24102"
"2557"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	6	"51"	"scm"	"OWR"	"-"	"-"	"-"	56	"Visual"	"1-8"	"4"	"24102"
"2558"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	7	"197"	"scm"	"OWR"	"-"	"-"	"-"	60	"Visual"	"1-8"	"4"	"24102"
"2559"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	5	"31"	"scm"	"OWR"	"-"	"-"	"-"	60	"Visual"	"1-8"	"4"	"24102"
"2560"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	9	"146"	"scm"	"OWR"	"-"	"-"	"-"	59	"Visual"	"1-8"	"4"	"24102"
"2561"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	6	"91"	"scm"	"OWR"	"-"	"-"	"-"	54	"Visual"	"1-8"	"2"	"24102"
"2562"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	6	"123"	"scm"	"OWR"	"-"	"-"	"-"	57	"Visual"	"1-8"	"4"	"24102"
"2563"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	7	"153"	"scm"	"OWR"	"-"	"-"	"-"	59	"Visual"	"1-8"	"4"	"24102"
"2564"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	7	"62"	"scm"	"OWR"	"-"	"-"	"-"	56	"Visual"	"1-8"	"4"	"24102"
"2565"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	5	"35"	"scm"	"OWR"	"-"	"-"	"-"	55	"Visual"	"1-8"	"4"	"24102"
"2566"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	9	"133"	"scm"	"OWR"	"-"	"-"	"-"	50	"Visual"	"1-8"	"4"	"24102"
"2567"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	6	"73"	"scm"	"OWR"	"-"	"-"	"-"	53	"Visual"	"1-8"	"5"	"24102"
"2568"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	9	"16"	"scm"	"OWR"	"-"	"-"	"-"	50	"Visual"	"1-8"	"4"	"24102"
"2569"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	6	"81"	"scm"	"OWR"	"-"	"-"	"-"	56	"Visual"	"1-8"	"4"	"24102"
"2570"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	6	"53"	"scm"	"OWR"	"-"	"-"	"-"	58	"Visual"	"1-8"	"4"	"24102"
"2571"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	3	"80"	"scm"	"OWR"	"-"	"-"	"-"	54	"Visual"	"1-8"	"4"	"24102"
"2572"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	200	10	"49"	"scm"	"OWR"	"-"	"-"	"-"	55	"Visual"	"1-8"	"4"	"24102"
"2573"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	205	6	"17"	"scm"	"OWR"	"-"	"-"	"-"	60	"Visual"	"1-8"	"4"	"24102"
"2574"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	205	7	"173"	"scm"	"OWR"	"-"	"-"	"-"	61	"Visual"	"1-8"	"4"	"24102"
"2575"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	205	10	"136"	"scm"	"OWR"	"-"	"-"	"-"	67	"Visual"	"1-8"	"4"	"24102"
"2576"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	205	5	"36"	"scm"	"OWR"	"-"	"-"	"-"	62	"Visual"	"1-8"	"4"	"24102"
"2577"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2012"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-2529+32(-GOR)"	"28"	"43G8"	"-"	205	5	"25"	"scm"	"OWR"	"-"	"-"	"-"	56	"Visual"	"1-8"	"#"	"24102"
